Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
N;AM;PARINTINS;M C D CARVALHO & CIA LTDA; 02.748.653/0009-36;AVENIDA AMAZONAS;1371;;CENTRO;69151-000;GLP;20/04/2026;120;;R$ / 13 kg;FOGAS
N;AM;MANAUS;COTAM - COOPERATIVA DE CONSUMO DOS TAXISTAS AUTONOMOS DE MANAUS; 02.533.862/0001-05;AVENIDA BURITI;1569;C/ WALDOMIRO LUSTOZA;DISTRITO INDUSTRIAL;69075-001;GLP;20/04/2026;133;;R$ / 13 kg;FOGAS
N;AM;MANAUS;ITA LUCAS LTDA; 01.682.336/0001-44;AVENIDA COSME FERREIRA;329;;ALEIXO;69083-000;GLP;20/04/2026;143;;R$ / 13 kg;FOGAS
N;AM;MANAUS;MUCURIPE COMERCIO DE COMBUSTIVEIS LTDA; 84.110.394/0001-20;AVENIDA BURITI;2975;;DISTRIT INDUSTRIAL I;69075-000;GLP;20/04/2026;122,5;;R$ / 13 kg;FOGAS
N;AM;MANAUS;ATL COMERCIO DE DERIVADOS DE PETROLEO LTDA; 34.511.006/0001-45;AVENIDA RODRIGO OTAVIO;2890;;DISTRITO INDUSTRIAL;69075-005;GLP;20/04/2026;140;;R$ / 13 kg;FOGAS
NE;CE;CAUCAIA;SEVERINO ALMEIDA CHAVES; 09.411.539/0001-08; BR 020 KM 402;S/N;Q-31 LOTE  N. 05;JARDIM FORTALEZA;61605-600;GLP;21/04/2026;100;;R$ / 13 kg;BRANCA
NE;CE;CAUCAIA;IEDA Q PINHEIRO; 10.482.040/0001-70;RUA TEODORO DA CASTRO;35;B;CONJ MARECHAL RONDON;61605-600;GLP;21/04/2026;135;;R$ / 13 kg;BRANCA
NE;MA;SAO LUIS;MARINES T. KERLLER; 08.947.513/0001-16;ESTRADA DE RIBAMAR;10;QUADRA08                  LOTE  10;FORQUILHA;65054-005;GLP;23/04/2026;130;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;MA;SAO LUIS;AUTO POSTO HP LTDA; 07.972.505/0001-67;AVENIDA TANCREDO NEVES;1;QUADRA08;SANTA EFIGENIA;65058-733;GLP;23/04/2026;120;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;MA;SAO LUIS;H S C PEREIRA; 07.060.336/0001-99;AVENIDA JOAQUIM MOCHEL;21;": ESTRADA DO ITAPIRACO;";COHATRAC IV;65054-415;GLP;23/04/2026;138;;R$ / 13 kg;BRANCA
NE;MA;SAO LUIS;C. G. DE SOUSA LTDA; 69.425.734/0001-19;RUA OESTE INTERNA;S/N;;CIDADE OPERARIA;65058-207;GLP;23/04/2026;125;;R$ / 13 kg;LIQUIGÁS
NE;MA;SAO JOSE DE RIBAMAR;NICOLAU DERIVADOS DE PETROLEO LTDA; 35.196.823/0002-08;ESTRADA DE SAO JOSE DE RIBAMAR;S/N;"QUADRA: 01; LOTE: 2,3,4;";LOTEAMENTO JARDIM DAS PRINCESAS;65110-000;GLP;23/04/2026;130;;R$ / 13 kg;LIQUIGÁS
SE;MG;BOM DESPACHO;COOPERATIVA AGROPECUARIA DE BOM DESPACHO LTDA; 18.810.176/0015-70;AVENIDA DAS PALMEIRAS;12;C;CENTRO;35600-000;GLP;23/04/2026;110,9;;R$ / 13 kg;SUPERGASBRAS ENERGIA
CO;MT;RONDONOPOLIS;SCALEZ - COMERCIO DE DERIVADOS DE PETROLEO LTDA; 02.748.491/0001-89;AVENIDA BANDEIRANTES;5124;_____________________;VILA OPERARIA;78720-000;GLP;23/04/2026;145;;R$ / 13 kg;BRANCA
N;PA;SANTAREM;E. C. AGUIAR COMERCIO DE COMBUSTIVEIS LTDA; 83.582.221/0001-42;AVENIDA MUIRAQUITA;483;;DIAMANTINO;68020-530;GLP;22/04/2026;89,5;;R$ / 13 kg;FOGAS
NE;PE;IGARASSU;POSTO TREZE LTDA; 24.436.669/0001-99;RODOVIA BR 101 NORTE;250;KM 29;CENTRO;53610-296;GLP;23/04/2026;110;;R$ / 13 kg;MINASGAS
NE;PE;IGARASSU;POSTO CASSINO LTDA; 09.679.671/0001-03;AVENIDA ANTONIO VICENTE NOVELINO;670;RODOVIA BR 101 NORTELOTE  4                   QUADRAB                         JARDIM BOA SORTE;PANCO;53630-667;GLP;23/04/2026;115;;R$ / 13 kg;MINASGAS
NE;PE;LAJEDO;JOSE FERREIRA ROSA & CIA LTDA; 11.265.188/0001-16;AVENIDA PRESIDENTE JUSCELINO;1158;;CENTRO;55385-000;GLP;23/04/2026;100;;R$ / 13 kg;BRANCA
NE;PI;PARNAIBA;V. MACHADO & CIA LTDA; 06.703.805/0001-88;AVENIDA PRINCESA ISABEL;S/N;;SAO FRANCISCO DA GUARITA;64215-075;GLP;23/04/2026;125;;R$ / 13 kg;LIQUIGÁS
S;PR;CAMPO LARGO;AUTO POSTO UBIRATA LEAL LTDA; 03.866.186/0001-54;AVENIDA DOS EXPEDICIONARIOS;3410;;BOM JESUS;83604-360;GLP;20/04/2026;105;;R$ / 13 kg;BRANCA
S;PR;COLOMBO;AUTO POSTO VIA DA UVA LTDA; 02.560.504/0001-91;ESTRADA CURITIBA/ COLOMBO;881;;ROCA GRANDE;83413-000;GLP;22/04/2026;100;;R$ / 13 kg;BRANCA
S;PR;CURITIBA;POSTO CANAL TERRA LTDA; 07.181.236/0001-10;AVENIDA VEREADOR TOALDO TULIO;4661;;SAO BRAZ;82300-980;GLP;23/04/2026;119,9;;R$ / 13 kg;LIQUIGÁS
S;PR;CURITIBA;POSTO RODOVIA DOS MINERIOS LTDA; 79.434.999/0001-37;RUA JOSE BAJERSKI;44;;ABRANCHES;82220-320;GLP;20/04/2026;100;;R$ / 13 kg;BRANCA
S;PR;CURITIBA;POSTO CANAL VENETO LTDA; 03.750.264/0001-50;AVENIDA VEREADOR TOALDO TULIO;1602;;SAO BRAZ;82320-010;GLP;23/04/2026;107,4;;R$ / 13 kg;BRANCA
S;PR;CURITIBA;MAGGIORE COMERCIO A VAREJO DE COMBUSTIVEIS LTDA; 01.452.007/0004-50;RUA PROF JOAO S BARCELOS;1796;;BOQUEIRAO;81670-000;GLP;24/04/2026;99,99;;R$ / 13 kg;LIQUIGÁS
S;RS;ERECHIM;AUTO POSTO LOCH LTDA; 02.973.239/0001-73;RUA SERGIPE;574;;BELA VISTA;99704-078;GLP;20/04/2026;130;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;RS;IJUI;R C BARBI; 90.903.667/0001-97;AVENIDA 21 DE ABRIL;492;;CENTRO;98700-000;GLP;22/04/2026;132;;R$ / 13 kg;BRANCA
S;SC;CACADOR;AUTO POSTO ARAUCARIA LTDA; 02.391.306/0001-41;AVENIDA ENGENHEIRO LOURENCO FAORO;950;;MARTELLO;89510-770;GLP;21/04/2026;145;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;SC;ITAJAI;AUTO POSTO RAIMONDI LTDA; 03.920.567/0001-74;RODOVIA ANTONIO HEIL;10780;;ARRAIAL DOS CUNHAS;88318-112;GLP;20/04/2026;129;;R$ / 13 kg;BRANCA
S;SC;ITAJAI;POSTOMIO AUTOCAR LTDA; 04.825.319/0001-07;RUA EMILIA DOS SANTOS;47;ESQ RUA INDAIAL;SAO JOAO;88304-350;GLP;20/04/2026;128;;R$ / 13 kg;LIQUIGÁS
S;SC;ITAJAI;POSTO MILLENIUM LTDA; 02.354.988/0001-12;RUA INDAIAL;875;;SAO JUDAS;88303-301;GLP;20/04/2026;128;;R$ / 13 kg;LIQUIGÁS
S;SC;ITAJAI;POSTO 1350 LTDA; 02.315.421/0001-37;RUA HEITOR LIBERATO;2430;;SAO JOAO;88304-101;GLP;20/04/2026;128;;R$ / 13 kg;LIQUIGÁS
SE;SP;BRAGANCA PAULISTA;EUROPA EMPREENDIMENTOS LTDA.; 67.964.429/0001-70;AVENIDA DOS IMIGRANTES;465;;CENTRO;12902-000;GLP;21/04/2026;119;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;BRAGANCA PAULISTA;EUROPA EMPREENDIMENTOS LTDA.; 67.964.429/0002-50;RUA CEL. LEME;499;;CENTRO;12900-340;GLP;21/04/2026;119,9;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;BRAGANCA PAULISTA;AUTO POSTO 42 LTDA; 04.060.789/0001-27;RODOVIA ALKINDAR MONTEIRO JUNQUEIRA;800;;BIRICA DO CAMPINHO;12918-201;GLP;22/04/2026;118;;R$ / 13 kg;LIQUIGÁS
SE;SP;FRANCA;AUTO POSTO SOUZA CUNHA LTDA; 04.930.554/0001-49;AVENIDA MAJOR NICACIO;2780;;VILA SANTA CRUZ;14403-460;GLP;21/04/2026;110;;R$ / 13 kg;ULTRAGAZ
SE;SP;JACAREI;AUTO POSTO BARAO DE JACAREI LTDA; 96.265.921/0001-55;RUA BARAO DE JACAREI;1396;;CENTRO;12308-000;GLP;20/04/2026;109,9;;R$ / 13 kg;LIQUIGÁS
SE;SP;JACAREI;POSTO DE SERVICOS SHOPPING DE JACAREI LTDA; 62.122.908/0001-25;AVENIDA SIQUEIRA CAMPOS;1199;;VILA PINHEIRO;12307-000;GLP;20/04/2026;109,9;;R$ / 13 kg;BRANCA
SE;SP;JACAREI;AUTO POSTO R N M LTDA; 59.790.436/0001-74;RODOVIA NILO MAXIMO;3550;KM 4;SANTO ANTONIO DA BOA VISTA;12315-010;GLP;20/04/2026;109;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;OSASCO;HORTENCIA AUTO POSTO LTDA; 59.560.011/0001-79;AVENIDA JOAO VENTURA DOS SANTOS;744;;JD BARONEZA;06260-170;GLP;22/04/2026;124,99;;R$ / 13 kg;ULTRAGAZ
SE;SP;OSASCO;AUTO POSTO CHAVANTES LTDA.; 44.327.377/0001-25;AVENIDA SAO JOSE;1540;;AYROSA;06283-125;GLP;22/04/2026;115;;R$ / 13 kg;LIQUIGÁS
SE;SP;PRAIA GRANDE;AUTO POSTO DELTA MAR LTDA; 02.273.616/0001-61;AVENIDA PRESIDENTE KENNEDY;7678;ANEXO AUTO POSTO;OCIAN;11704-100;GLP;20/04/2026;129;;R$ / 13 kg;ULTRAGAZ
SE;SP;PRAIA GRANDE;AUTO POSTO NOVOS TEMPOS LTDA; 61.939.963/0001-40;AVENIDA PRESIDENTE KENNEDY;6450;ANEXO POSTO DE GASOLINA;TUPI;11705-750;GLP;20/04/2026;129,9;;R$ / 13 kg;LIQUIGÁS
SE;SP;PRESIDENTE PRUDENTE;POSTO ZAP PRESIDENTE PRUDENTE LTDA; 02.438.395/0001-34;AVENIDA JOAQUIM CONSTANTINO;1892;;VILA FORMOSA;19050-220;GLP;20/04/2026;119,9;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;PRESIDENTE PRUDENTE;POSTO BRASIL DE PRESIDENTE PRUDENTE LTDA; 69.155.109/0001-02;RUA JOSE TARIFA CONDE;1124;B;JARDIM AVIACAO;19020-540;GLP;20/04/2026;99,99;;R$ / 13 kg;BRANCA
SE;SP;PRESIDENTE PRUDENTE;POSTO LIDER DE PRESIDENTE PRUDENTE LTDA; 02.908.271/0001-75;AVENIDA TANCREDO NEVES;969;;JARDIM SAO PEDRO;19040-520;GLP;20/04/2026;99,99;;R$ / 13 kg;BRANCA
SE;SP;PRESIDENTE PRUDENTE;AUTO POSTO GALEGAO LTDA; 00.933.474/0001-96;RODOVIA COM ALBERTO BONFIGLIOLI;3015;;JD SANTA FE;19063-390;GLP;20/04/2026;122,9;;R$ / 13 kg;BRANCA
SE;SP;PRESIDENTE PRUDENTE;MANAUARA AUTO POSTO LTDA; 00.618.358/0001-82;AVENIDA PAULO MARCONDES;808;;JD SANTA CLARA;19025-000;GLP;20/04/2026;125;;R$ / 13 kg;LIQUIGÁS
SE;SP;SAO BERNARDO DO CAMPO;VETOR AUTO POSTO LTDA; 44.356.004/0001-82;ESTRADA DOS ALVARENGAS;3400;;JARDIM CAMPESTRE;09850-550;GLP;20/04/2026;150;;R$ / 13 kg;LIQUIGÁS
SE;SP;SAO BERNARDO DO CAMPO;AUTO POSTO VERGUEIRAO LTDA; 50.143.528/0001-98;AVENIDA SENADOR VERGUEIRO;2861;;RUDGE RAMOS;09750-000;GLP;20/04/2026;140;;R$ / 13 kg;ULTRAGAZ
SE;SP;SAO CARLOS;POSTO PANTANAL CRUZEIRO DO SUL LTDA; 02.845.415/0001-91;RUA REPUBLICA DO LIBANO;340;;JD.CRUZ DO SUL;13572-081;GLP;22/04/2026;139;;R$ / 13 kg;LIQUIGÁS
SE;SP;SAO CARLOS;FORGERINI & INOUYE LTDA; 67.379.743/0001-95;RUA LOURENÇO INOCENTINI;700;;VILA NERY;13567-620;GLP;22/04/2026;139;;R$ / 13 kg;LIQUIGÁS
SE;SP;SAO JOSE DOS CAMPOS;AUTO CENTER PAIVA & CIA LTDA; 63.957.708/0001-55;AVENIDA BENEDITO FRIGGI;3400;;JARDIM NOVA DETROIT;12224-480;GLP;20/04/2026;98,9;;R$ / 13 kg;NACIONAL GÁS BUTANO
N;RO;PORTO VELHO;AMAZONGAS DISTRIB DE GAS LIQUEF DE PETROLEO LTDA; 04.957.650/0009-38;RUA RUI BARBOSA;1779;;CENTRO;76801-350;GLP;20/04/2026;120;;R$ / 13 kg;AMAZONGÁS
CO;MS;CAMPO GRANDE;COPA ENERGIA DISTRIBUIDORA DE GAS S A; 03.237.583/0048-20;AVENIDA DUQUE DE CAXIAS;6906;;NOVA CAMPO GRANDE;79113-000;GLP;20/04/2026;125;;R$ / 13 kg;COPA ENERGIA
NE;CE;CRATEUS;IRMAOS LEITAO COMERCIO DE DERIVADOS DE PETROLEO LTDA; 01.699.009/0002-86;AVENIDA SARGENTO HERMINIO;1169;;IPASE;63700-400;GLP;22/04/2026;120;;R$ / 13 kg;LIQUIGÁS
SE;SP;SUZANO;COMERCIO DE GAS OKABE LTDA; 00.020.528/0001-22;RUA GUILHERME;72;;VL. URUPES;08615-110;GLP;21/04/2026;123;;R$ / 13 kg;ULTRAGAZ
SE;SP;JOSE BONIFACIO;ELIAS BERNARDO DINIZ; 00.026.535/0001-31;RUA ADEMAR DE BARROS;1032;;JARDIM PRIMAVERA;15200-000;GLP;23/04/2026;117;;R$ / 13 kg;ULTRAGAZ
SE;RJ;NOVA FRIBURGO;MASTER FRIBURGO COMERCIAL LTDA; 00.095.939/0001-87;AVENIDA ANTONIO MARIO DE AZEVEDO;2068;;CORREGO DANTAS;28630-310;GLP;20/04/2026;115;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;MAUA;COMERCIO DE GAS MEIRELLES LTDA.; 00.106.338/0001-22;RUA ALCIDES NOBREGA;74;;VILA ASSIS BRASIL;09360-560;GLP;22/04/2026;115;;R$ / 13 kg;LIQUIGÁS
SE;SP;MOCOCA;RESENDE & SILVA COMÉRCIO DE BEBIDAS LTDA EPP; 00.124.553/0001-56;AV JOAO BATISTA LIMA FIGUEIREDO;2810;;CENTRO;13730-005;GLP;23/04/2026;130;;R$ / 13 kg;LIQUIGÁS
SE;SP;JAU;ANGELINA SORANI MARIO JAU; 00.158.140/0001-92;AVENIDA DO CAFE;814;;VILA ALVES DE ALMEIDA;17207-561;GLP;23/04/2026;118;;R$ / 13 kg;NACIONAL GÁS BUTANO
CO;GO;ITUMBIARA;JOSE REIR FARIA; 00.168.602/0001-52;AVENIDA GOIATUBA;1507;;SOCIAL;75510-165;GLP;23/04/2026;120;;R$ / 13 kg;BRANCA
S;RS;GRAVATAI;COMERCIAL DE GAS DIMER LTDA; 00.244.092/0001-55;AVENIDA BRASIL;1645;;SÃO GERALDO;94150-000;GLP;23/04/2026;113;;R$ / 13 kg;LIQUIGÁS
SE;SP;SANTO ANDRE;PALMARES COM.GAS ACESSORIOS LTDA.ME; 00.256.697/0001-66;AVENIDA GAGO COUTINHO;678;;VL PALMARES;09152-030;GLP;20/04/2026;119,99;;R$ / 13 kg;LIQUIGÁS
SE;SP;BARUERI;SAO PAULO COMERCIO DE GAS, ACESSORIOS E BEBIDAS LTDA; 00.259.642/0001-00;AVENIDA CAPITAO FRANCISCO CEZAR;1290;;VILA PINDORAMA;06415-000;GLP;20/04/2026;125;;R$ / 13 kg;BRANCA
S;PR;LONDRINA;EMBALADAO LTDA; 00.285.303/0001-06;RUA ESCOCIA;670;;JARDIM IGAPO;86046-230;GLP;20/04/2026;100;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;PR;UNIAO DA VITORIA;ZEN COMERCIO DE GAS LTDA; 00.303.322/0001-00;RUA MARECHAL DEODORO DA FONSECA;2234;;NOSSA SENHORA DO ROCIO;84600-736;GLP;21/04/2026;110;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;GUARULHOS;COMERCIO DE GAS DUTRA LTDA ME; 00.369.726/0001-04;RUA IPACAETA;999;;JD. PRESIDENTE DUTRA;07171-150;GLP;23/04/2026;105;;R$ / 13 kg;BRANCA
SE;MG;CONTAGEM;JOSE BRAZ DIAS; 00.405.568/0001-92;RUA PASSOS;468;;SANTA HELENA;32015-030;GLP;23/04/2026;135;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;GUARULHOS;DEL JOR GAS COMERCIAL LTDA; 00.423.084/0001-76;AV BRIGADEIRO FARIA LIMA - B;S/N;;VILA FLORIDA;07190-000;GLP;23/04/2026;120,99;;R$ / 13 kg;LIQUIGÁS
SE;RJ;RIO DE JANEIRO;F P DISTRIBUIDORA DE GAS LTDA ME; 00.443.260/0001-31;RUA CUPERTINO;17;;QUINTINO;21380-150;GLP;20/04/2026;100;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;RS;CACHOEIRINHA;AMIGAO COMERCIO VAREJISTA DE GAS GLP E AGUA EIRELI; 00.445.292/0001-76;RUA SAO PEDRO,;442;SALA 01;VISTA ALEGRE;94945-530;GLP;23/04/2026;115;;R$ / 13 kg;LIQUIGÁS
SE;SP;SAO PAULO;CIBRAGAS COMERCIO DE GAS LTDA - ME.; 00.476.533/0001-44;RUA   SERRA DAS DIVISOES;98;;CIDADE LIDER;03587-000;GLP;22/04/2026;104,99;;R$ / 13 kg;LIQUIGÁS
S;SC;VIDEIRA;GUZZI GAS DISTRIBUIDORA EIRELI; 00.511.961/0001-60;RUA SETEMBRINO COMUNELLO;112;;LOT.CINQUENTENÁRIO;89560-000;GLP;22/04/2026;120;;R$ / 13 kg;NACIONAL GÁS BUTANO
CO;GO;ANAPOLIS;ALVES DA SILVA E VIEIRA LTDA.; 00.514.407/0001-37;AVENIDA DAS ROSAS;70;;JARDIM ALEXANDRINA;75060-430;GLP;22/04/2026;115;;R$ / 13 kg;BRANCA
NE;BA;SENHOR DO BONFIM;JOSE BARBOSA LEAL FILHO LTDA; 00.597.744/0003-05;RODOVIA LOMANTO JUNIOR KM 104,5;1151;CASA;RODOVIARIO;48970-000;GLP;20/04/2026;120;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;GUARULHOS;COMERCIO DE GAS CUMBICA LTDA; 00.625.803/0001-31;RUA MURITIBA;565;;JARDIM PRESIDENTE DUTRA;07173-140;GLP;23/04/2026;110;;R$ / 13 kg;ULTRAGAZ
N;AM;PARINTINS;BARANDA & CIA LTDA  - BARANGAS; 00.656.621/0002-09;RUA LUIZ GONZAGA, 563 B;S/N;;SANTA CLARA;00000-000;GLP;20/04/2026;120;;R$ / 13 kg;AMAZONGÁS
NE;PB;JOAO PESSOA;COMERCIO DE GAS MANDACARU LTDA; 00.698.039/0001-24;RUA JOAO DE BRITO L MOURA;65;;MANDACARU;58027-070;GLP;20/04/2026;125;;R$ / 13 kg;BRANCA
S;PR;CASTRO;MARIA APARECIDA DA SILVA GAS ME; 00.717.572/0001-96;RUA DR. JAVERT MADUREIRA;563;;VILA RIO BRANCO;84165-970;GLP;23/04/2026;127;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;MA;CODO;IRMAOS OLIVEIRA & CIA LTDA; 00.736.632/0001-18;AV JOAO RIBEIRO;1005;;SAO SEBASTIAO;65400-000;GLP;21/04/2026;118;;R$ / 13 kg;LIQUIGÁS
SE;MG;CONTAGEM;NOVA DISTRIBUIDORA DE GÁS DOM BOSCO LTDA; 00.770.764/0001-66;RUA DOM BOSCO;795;;INDUSTRIAL SECAO 3;32235-050;GLP;21/04/2026;115;;R$ / 13 kg;BRANCA
N;AM;MANAUS;EDILAMAR MARTINS FREIRE - ME; 00.811.011/0001-51;AVENIDA GRAVATAI;13;QD 40 CJ OSV FROTA I;CIDADE NOVA;69095-501;GLP;21/04/2026;123;;R$ / 13 kg;FOGAS
SE;SP;BAURU;VALTER ANTONIO DA SILVA BAURU - ME; 00.852.174/0001-82;AV. CONEGO ANIBAL DIFRANCIA;46274;;PQ. ALTO SUMARÉ;17020-690;GLP;20/04/2026;115;;R$ / 13 kg;LIQUIGÁS
SE;SP;SUMARE;ELOS-COMERCIO DE GAS LTDA; 00.917.437/0001-94;RUA SANTINA A. DE OLIVEIRA;253;;JD SAO DOMINGOS;13174-120;GLP;24/04/2026;109,99;;R$ / 13 kg;BRANCA
CO;GO;GOIANIA;FONSECA MARTINS COMERCIO DE GAS - EIRELI; 00.961.053/0001-79;AVENIDA PASTEUR;S/N;QUADRA144                 LOTE  02;PARQUE ANHANGUERA II;74340-570;GLP;20/04/2026;120;;R$ / 13 kg;LIQUIGÁS
NE;PB;BAYEUX;TAMBAY GAS REVENDEDORA GLP LTDA; 00.963.064/0001-98;RUA SANTA LUZIA;265;;BRASILIA;58110-444;GLP;20/04/2026;115;;R$ / 13 kg;NACIONAL GÁS BUTANO
CO;MT;CUIABA;DRAGAO COMERCIO DE GAS E AGUA LTDA; 00.971.579/0001-30;AVENIDA BRASIL (NUC HAB CPA II);12;QUADRA47;MORADA DA SERRA;78055-508;GLP;20/04/2026;126;;R$ / 13 kg;BRANCA
S;SC;TUBARAO;ROBERTO DA SILVA CANCILIER; 01.053.293/0001-38;RODOVIA NORBERTO BRUNATO;1546;;SAO JOAO (MARGEM DIREITA);88702-803;GLP;20/04/2026;110;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;MG;TRES CORACOES;ROBERTO ROSA; 01.231.163/0001-48;RUA DOMINGOS MILITÃO DE CARVALHO;269;;SANTO AFONSO;37410-000;GLP;22/04/2026;100;;R$ / 13 kg;BRANCA
NE;PB;CAMPINA GRANDE;SUPER COMERCIO DE GAS LTDA; 01.231.855/0002-77;RUA DINAMERICA CORREIA;870;;DINAMERICA;58432-190;GLP;23/04/2026;110;;R$ / 13 kg;COPA ENERGIA
SE;SP;ASSIS;FRANCISCO FELIX MANO NETO; 01.268.175/0001-47;RUA JOAO PESSOA;325;;CENTRO;19806-001;GLP;20/04/2026;120;;R$ / 13 kg;LIQUIGÁS
SE;MG;MONTES CLAROS;HARLEY TADEU GUIMARAES SANTOS; 01.290.005/0001-69;AVENIDA DOUTOR JOÃO LUIZ DE ALMEIDA;489;;VILA GUILHERMINA;39400-466;GLP;23/04/2026;118;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;JUNDIAI;MVIC COMERCIO DE GAS LTDA; 01.337.428/0001-97;AVENIDA ADELINO MARTINS;1360;;JD TULIPAS;13212-600;GLP;23/04/2026;128;;R$ / 13 kg;ULTRAGAZ
S;PR;CURITIBA;COMERCIO E TRANSPORTE DE GAS PERUSSE LTDA; 01.380.207/0001-00;RUA JOSE VALLE;1810;;SANTA FELICIDADE;82020-250;GLP;23/04/2026;105;;R$ / 13 kg;LIQUIGÁS
SE;SP;SAO PAULO;ELENICE MACHADO FEITOSA GAS; 01.390.254/0001-26;AVENIDA BOTURUSSU;1118;;PQ BOTURUSSU;03802-000;GLP;21/04/2026;104,99;;R$ / 13 kg;COPA ENERGIA
N;AP;MACAPA;GRAVATINHA GAS LTDA; 01.470.539/0001-77;AVENIDA DOS TIMBIRAS;839;;BURITIZAL;68902-872;GLP;21/04/2026;124;;R$ / 13 kg;COPA ENERGIA
CO;GO;GOIANIA;GERALDO RODRIGUES DA COSTA; 01.471.909/0001-90;AVENIDA VEREDA DOS BURITIS;785;QD. 19 LT. 01;RESIDENCIAL CANADA;74370-602;GLP;20/04/2026;115;;R$ / 13 kg;BRANCA
NE;PB;SOUSA;REVENDEDORA DE GAS SOUSA LTDA.; 01.474.483/0001-29;RUA JOAO BOSCO MARQUES DE SOUSA;103;TERREO;GATO PRETO;58802-340;GLP;22/04/2026;115;;R$ / 13 kg;NACIONAL GÁS BUTANO
CO;GO;CALDAS NOVAS;ARMANDO MONTEIRO SOUZA; 01.510.401/0001-54;RUA 22;S/N.º;ESQ. C/ RUA 61;ESTANCIA ITAGUAI;75690-000;GLP;20/04/2026;120;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;MG;BELO HORIZONTE;LILICO GAS LTDA; 01.582.488/0001-75;RUA BELMIRO BRAGA;740;;CAICARA ADELAIDE;30720-520;GLP;20/04/2026;145;;R$ / 13 kg;ULTRAGAZ
CO;GO;RIO VERDE;ELIANE DO CARMO SOUZA; 01.618.054/0001-88;RUA GENERAL OSORIO;240;;VILA MARIA;75905-370;GLP;22/04/2026;130;;R$ / 13 kg;BRANCA
CO;GO;ITUMBIARA;LIRA GAS REVENDA DE GLP LTDA; 01.770.932/0001-86;RUA LEOPOLDO BULHOES;1330;;SANTOS DUMONT;75503-970;GLP;22/04/2026;115;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;LIMEIRA;FABIO JOSE  DOS SANTOS LIMEIRA ME; 01.840.071/0001-65;AVENIDA ARMANDO PACHECO BARROS;410;;JD. SÃO JOÃO;13482-117;GLP;21/04/2026;99,99;;R$ / 13 kg;BRANCA
SE;MG;ARAXA;JEANA PIMENTA DE OLIVEIRA EPP; 01.848.718/0001-03;AV. JOSE ANANIAS AGUIAR;270;;SAO DOMINGOS;38180-500;GLP;23/04/2026;108;;R$ / 13 kg;BRANCA
SE;MG;CARATINGA;LORD GAS LTDA - ME; 01.876.795/0001-69;AVENIDA PRESIDENTE TANCREDO NEVES;2121;;ZACARIAS;35300-102;GLP;20/04/2026;125;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;CARAPICUIBA;TAC COMERCIO DE GAS LTDA; 01.888.929/0001-61;AVENIDA MARGINAL DO RIBEIRAO;2100;;JD:CECILIA CRISTINA;06329-140;GLP;23/04/2026;104,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;MARILIA;NOVA MARILIA COMERCIO DE GAS LTDA; 01.894.827/0001-59;AVENIDA DUARTE DA COSTA;190;;JARDIM MONTE CASTELO;17522-260;GLP;22/04/2026;135;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;RS;VIAMAO;MAISGAS COMERCIO E TRANSPORTE LTDA; 01.898.138/0001-12;AVENIDA SENADOR SALGADO FILHO;11343;;DOM FELICIANO;94430-000;GLP;21/04/2026;106;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;ES;LINHARES;SALVADOR GAS LTDA; 01.908.576/0001-14;AVENIDA GUERINO GIUBERT;931;;CONCEICAO;29900-547;GLP;22/04/2026;110;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;PE;RECIFE;RIT COMERCIO DE GAS GLP LTDA; 01.949.949/0004-48;RUA JERONIMO VILELA;773;;CAMPO GRANDE;52040-180;GLP;22/04/2026;99,99;;R$ / 13 kg;LIQUIGÁS
